_id,pin,address,start_year,approved_date,program_name,num_years,abatement_amount,neighborhood,council_district,ward,dpw_streets,dpw_enviro,dpw_parks,police_zone,fire_zone,longitude,latitude
52507,0027R00110000000,5126 BIGELOW BLVD,2020,2017-04-25,RESIDENTIAL LERTA,10,150000,North Oakland,8,4,3,Central,Schenley,4,2-7,-79.95486328840175,40.44516667368296
52508,0027R00110000000,5126 BIGELOW BLVD,2020,2017-04-25,LOCAL ECONOMIC STIMULUS,10,250000,North Oakland,8,4,3,Central,Schenley,4,2-7,-79.95486328840175,40.44516667368296
52509,0025N00030040100,2419 SMALLMAN ST UNIT 401,2017,2017-04-11,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98100486199063,40.45470035539094
52510,0049P00246000000,339 39TH ST,2018,2017-04-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.95943020455081,40.463319806383815
52511,0049P00247000000,337 39TH ST,2018,2017-04-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.9594446039446,40.463371421851896
52512,0080D00136000000,5214 CARNEGIE ST,2018,2017-04-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95317823794849,40.48017131415026
52513,0080K00172000000,4724 HATFIELD ST,2019,2017-04-03,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-5,-79.95925476889934,40.47600087189168
52514,0080P00291000000,302 47TH ST,2018,2017-04-06,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95912236469688,40.47458027192142
52515,0080P00292000000,306 47TH ST,2019,2017-04-06,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95906984334029,40.474542679605776
52516,0080P00293000000,310 47TH ST,2020,2017-04-06,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.959017450434,40.47450519664496
52517,0080P00294000000,312 47TH ST,2019,2017-04-06,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95896509024686,40.47446763916677
52518,0080P00300000000,316 47TH ST,2018,2017-04-06,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95891242502246,40.474429952529285
52519,0080H00234000000,5255 WICKLIFF ST,,2022-11-28,CHAPTER 265 BASE,3,175000,Upper Lawrenceville,7,10,2,Central,Northeast,2,3-5,-79.94958482216104,40.47926332093167
52520,0088M00010000000,1558 OVERTON LN,2014,2008-07-21,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,14,3,Eastern,Frick,4,2-20,-79.91780798267318,40.41859173021956
52521,0080H00244000000,818 MCCANDLESS AVE,2014,2013-07-30,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9500177630358,40.478931002203126
52522,0088M00090000000,139 BEARDSLEY LN,2018,2013-07-23,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,14,3,Eastern,Frick,4,2-20,-79.91996089855395,40.417718124924406
52523,0006S00274000000,152 LABELLE ST,2017,2013-07-25,ACT42 RESIDENTIAL,3,86750,Mount Washington,2,19,5,Southern,Emerald,3,4-1,-80.01620161205939,40.434935212168384
52524,0049P00261000000,3814 CABINET WAY,2014,2011-02-15,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.96052016406358,40.46326601360634
52525,0024F00246000000,1108 VOSKAMP ST,,2011-02-15,ACT42 RESIDENTIAL,3,86750,Spring Garden,1,24,1,Northern,Riverview,1,1-5,-79.99326696718818,40.458810035800965
52526,0049E00132000000,147 39TH ST,2023,2020-10-07,RESIDENTIAL LERTA,10,150000,Lower Lawrenceville,7,6,1,Central,Northeast,2,3-3,-79.96533299615378,40.46956794281735
52527,0087K00050000000,5600 FORWARD AVE,2019,2017-12-20,COMMERCIAL LERTA,5,50000,Squirrel Hill South,5,14,3,Eastern,Frick,4,2-21,-79.92706229493449,40.42750655077689
52528,0049E00058000000,172 LODI WAY,2018,2017-12-01,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96511150848106,40.467915099158475
52529,0049J00223000000,216 38TH ST,2021,2017-12-22,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96388146268545,40.46639611783497
52530,0080D00322000000,5305 HOLMES ST,,2017-12-11,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95017554118817,40.48084996741078
52531,0080D00323000000,5307 HOLMES ST,,2017-12-11,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95011650527705,40.480889059605246
52532,0081A00014000000,5318 HOLMES ST,2019,2017-12-18,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94944689192721,40.48073944189103
52533,0081A00015000000,5320 HOLMES ST,2019,2017-12-18,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94938787395908,40.48077162458223
52534,0120K00049000000,5800 DONSON WAY,,2017-12-29,ACT42 RESIDENTIAL,3,86750,Stanton Heights,7,10,2,Central,Highland,5,3-5,-79.94400909254978,40.48539185176737
52535,0002A00127000000,525 SMITHFIELD ST,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99884970444451,40.440800599394855
52536,0002A00127080100,350 OLIVER AVE UNIT 801,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99888246388822,40.440959442132346
52537,0002A00127080300,350 OLIVER AVE UNIT 803,2023,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99883089406933,40.44094003980775
52538,0002A00127080400,350 OLIVER AVE UNIT 804,2024,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99877932374363,40.44092063759441
52539,0002A00127080500,350 OLIVER AVE UNIT 805,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9987277538228,40.44090123530943
52540,0002A00127080600,350 OLIVER AVE UNIT 806,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99867618393158,40.4408818330013
52541,0002A00127080700,350 OLIVER AVE UNIT 807,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99862461348087,40.440862430681534
52542,0002A00127080800,350 OLIVER AVE UNIT 808,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99857304364905,40.4408430283272
52543,0002A00127080900,350 OLIVER AVE UNIT 809,2024,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99852147384682,40.4408236259499
52544,0002A00127090100,350 OLIVER AVE UNIT 901,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99846990369905,40.44080422359816
52545,0002A00127090200,350 OLIVER AVE UNIT 902,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99841833411742,40.44078482108896
52546,0002A00127090300,350 OLIVER AVE UNIT 903,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99839340539745,40.44072632769812
52547,0002A00127090400,350 OLIVER AVE UNIT 904,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99844486932135,40.440745860691166
52548,0002A00127090500,350 OLIVER AVE UNIT 905,2024,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99849643904206,40.440765263102925
52549,0002A00127090600,350 OLIVER AVE UNIT 906,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9985480087925,40.4407846654916
52550,0002A00127090700,350 OLIVER AVE UNIT 907,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9985995789478,40.44080406780856
52551,0002A00127090800,350 OLIVER AVE UNIT 908,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99865114859622,40.440823470236886
52552,0002A00127090900,350 OLIVER AVE UNIT 909,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99870271881076,40.440842872507766
52553,0002A00127091000,350 OLIVER AVE UNIT 910,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99875428905504,40.44086227475557
52554,0002A00127100100,350 OLIVER AVE UNIT 1001,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99880585879251,40.440881677114646
52555,0002A00127100200,350 OLIVER AVE UNIT 1002,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99885742909605,40.440901079316326
52556,0002A00127100300,350 OLIVER AVE UNIT 1003,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99890899905407,40.44092048154342
52557,0002A00127100400,350 OLIVER AVE UNIT 1004,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99893553418923,40.440881520948224
52558,0002A00127100500,350 OLIVER AVE UNIT 1005,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99888396387821,40.44086211878137
52559,0002A00127100600,350 OLIVER AVE UNIT 1006,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99883239397198,40.4408427165428
52560,0002A00127100700,350 OLIVER AVE UNIT 1007,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99878082409539,40.44082331428118
52561,0002A00127100800,350 OLIVER AVE UNIT 1008,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99872925387328,40.440803912045055
52562,0002A00127100900,350 OLIVER AVE UNIT 1009,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99867768421737,40.44078450965157
52563,0002A00127101000,350 OLIVER AVE UNIT 1010,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99862611405459,40.44076510736936
52564,0002A00127110100,350 OLIVER AVE UNIT 1101,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99857454392145,40.44074570506408
52565,0002A00127110200,350 OLIVER AVE UNIT 1102,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99852297435443,40.44072630260134
52566,0002A00127110300,350 OLIVER AVE UNIT 1103,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99847140428065,40.440706900249914
52567,0002A00127110400,350 OLIVER AVE UNIT 1104,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99841983650944,40.440687428197286
52568,0002A00127110500,350 OLIVER AVE UNIT 1105,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9984463575,40.44064846213728
52569,0002A00127110600,350 OLIVER AVE UNIT 1106,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99849793942326,40.44066793983941
52570,0002A00127110700,350 OLIVER AVE UNIT 1107,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99854950947488,40.44068734217914
52571,0002A00127110800,350 OLIVER AVE UNIT 1108,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9986010795562,40.44070674449583
52572,0002A00127110900,350 OLIVER AVE UNIT 1109,2023,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99865264913079,40.440726146923794
52573,0002A00127111000,350 OLIVER AVE UNIT 1110,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99870421927136,40.4407455491942
52574,0002A00127120100,350 OLIVER AVE UNIT 1201,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99875578906642,40.44076495149032
52575,0002A00127120200,350 OLIVER AVE UNIT 1202,2024,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99880735889116,40.44078435376336
52576,0002A00127120300,350 OLIVER AVE UNIT 1203,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9988589291208,40.44080375596461
52577,0002A00127120400,350 OLIVER AVE UNIT 1204,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99891049884361,40.440823158277176
52578,0002A00127120500,350 OLIVER AVE UNIT 1205,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99896206913256,40.44084256043236
52579,0002A00127120600,350 OLIVER AVE UNIT 1206,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99898860404521,40.44080359991009
52580,0002A00127120700,350 OLIVER AVE UNIT 1207,2024,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99893703431488,40.4407841976323
52581,0002A00127120800,350 OLIVER AVE UNIT 1208,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99888546407774,40.4407647954658
52582,0002A00127120900,350 OLIVER AVE UNIT 1209,2024,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99883389387023,40.44074539327622
52583,0002A00127121000,350 OLIVER AVE UNIT 1210,2024,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99878232422894,40.44072599092917
52584,0002A00127130300,350 OLIVER AVE UNIT 1303,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99873075408085,40.4407065886934
52585,0002A00127130400,350 OLIVER AVE UNIT 1304,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9986791843375,40.44068718638604
52586,0002A00127130500,350 OLIVER AVE UNIT 1305,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99862761462386,40.44066778405556
52587,0002A00127130600,350 OLIVER AVE UNIT 1306,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99857604435076,40.44064838171344
52588,0002A00127130700,350 OLIVER AVE UNIT 1307,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99852447469648,40.44062897933686
52589,0002A00127130800,350 OLIVER AVE UNIT 1308,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99847287829827,40.44060949615605
52590,0002A00127130900,350 OLIVER AVE UNIT 1309,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99849939885219,40.44057053013167
52591,0002A00127140100,350 OLIVER AVE UNIT 1401,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99855100993905,40.44059001882801
52592,0002A00127140200,350 OLIVER AVE UNIT 1402,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99860257940995,40.440609421278594
52593,0002A00127140300,350 OLIVER AVE UNIT 1403,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99865414944699,40.44062882357177
52594,0002A00127140400,350 OLIVER AVE UNIT 1404,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99870571951365,40.44064822584196
52595,0002A00127140500,350 OLIVER AVE UNIT 1405,2023,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99875728907354,40.440667628223416
52596,0002A00127140600,350 OLIVER AVE UNIT 1406,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99880885919958,40.44068703044746
52597,0002A00127150100,350 OLIVER AVE UNIT 1501,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99891199879004,40.44072583492349
52598,0002A00127150200,350 OLIVER AVE UNIT 1502,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99896356921904,40.44074523711544
52599,0002A00127150300,350 OLIVER AVE UNIT 1503,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99901513908844,40.440764639295736
52600,0002A00127150400,350 OLIVER AVE UNIT 1504,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99904167410102,40.44072567867507
52601,0002A00127150500,350 OLIVER AVE UNIT 1505,,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99899010387854,40.44070627655512
52602,0002A00127150600,350 OLIVER AVE UNIT 1506,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99893853368573,40.440686874412
52603,0002A00127150800,350 OLIVER AVE UNIT 1508,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99888696405905,40.44066747211144
52604,0002A00127160100,350 OLIVER AVE UNIT 1601,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99883539392553,40.440648069922254
52605,0002A00127160300,350 OLIVER AVE UNIT 1603,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99878382419689,40.440628667661365
52606,0002A00127160400,350 OLIVER AVE UNIT 1604,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99873225449795,40.440609265377354
52607,0002A00127160500,350 OLIVER AVE UNIT 1605,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9986806844534,40.44058986311883
52608,0002A00127160600,350 OLIVER AVE UNIT 1606,2022,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99862911491134,40.44057046041629
52609,0002A00127160700,350 OLIVER AVE UNIT 1607,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9985775450383,40.44055105823495
52610,0002A00127160800,350 OLIVER AVE UNIT 1608,2021,2017-12-29,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99852591293619,40.44053159608556
52611,0002E00012000000,431 SMITHFIELD ST,,2017-12-19,LOCAL ECONOMIC STIMULUS,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99919722613734,40.43986839519543
52612,0002E00012000100,441 SMITHFIELD ST,,2017-12-19,LOCAL ECONOMIC STIMULUS,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99904677276858,40.43984732059323
52613,0002E00012000200,431 SMITHFIELD ST,,2017-12-19,LOCAL ECONOMIC STIMULUS,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99916437673181,40.43966348944768
52614,0022C00112000000,1010 MORRISON ST,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,21,1,Northern,Riverview,1,1-9,-80.02226147034442,40.46045971421046
52615,0022C00181000000,1027 MORRISON ST,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,21,1,Northern,Riverview,1,1-9,-80.0226301152939,40.46006050492564
52616,0022G00018000000,1930 SEDGWICK ST,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,21,1,Northern,Riverview,1,1-9,-80.0239489177046,40.460024822961785
52617,0022G00056000000,1008 LAMONT ST,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,21,1,Northern,Riverview,1,1-9,-80.02201906500305,40.46003177180375
52618,0022G00057000000,1006 LAMONT ST,,2017-12-28,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,21,1,Northern,Riverview,1,1-9,-80.02196653517062,40.46004020600085
52619,0022K00322000000,1517 MANHATTAN ST,2021,2017-12-29,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02695196546014,40.45557334495901
52620,0023M00084000000,1204 JAMES ST,2018,2017-12-29,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00159103481046,40.45708270549313
52621,0023S00162000000,514 E OHIO ST,2022,2017-12-29,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.0002030636687,40.45381038039488
52622,0023S00240000000,710 CEDAR AVE,,2017-12-29,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00148290928156,40.45368234788404
